turns,b_field_power,b_field_current,current,voltage,power
605,0.174080528886974,0.17408052888697403,40.0,198.16318228827947,7926.527291531178
606,0.17436826529835744,0.17436826529835744,40.0,198.49072473834272,7939.6289895337095
607,0.17465600170974088,0.17465600170974088,40.0,198.818267188406,7952.73068753624
608,0.17494373812112432,0.17494373812112432,40.0,199.14580963846927,7965.832385538771
609,0.17523147453250773,0.17523147453250773,40.0,199.47335208853252,7978.934083541301
610,0.17551921094389117,0.17551921094389117,40.0,199.8008945385958,7992.035781543832
611,0.1758069473552746,0.17580694735527458,40.0,200.12843698865908,8005.1374795463635
612,0.17609468376665802,0.17609468376665804,40.0,200.45597943872235,8018.239177548894
613,0.17638242017804143,0.17638242017804145,40.0,200.78352188878566,8031.340875551426
614,0.17667015658942486,0.1766701565894249,40.0,201.1110643388489,8044.442573553957
615,0.1769578930008083,0.1769578930008083,40.0,201.43860678891218,8057.544271556488
616,0.17724562941219174,0.17724562941219174,40.0,201.76614923897546,8070.645969559018
617,0.17753336582357518,0.17753336582357518,40.0,202.09369168903874,8083.747667561549
618,0.1778211022349586,0.1778211022349586,40.0,202.421234139102,8096.84936556408
619,0.17810883864634203,0.17810883864634203,40.0,202.74877658916526,8109.951063566611
620,0.17839657505772544,0.17839657505772546,40.0,203.07631903922854,8123.052761569142
621,0.17868431146910888,0.17868431146910888,40.0,203.4038614892918,8136.154459571672
622,0.17897204788049229,0.1789720478804923,40.0,203.73140393935506,8149.256157574203
623,0.17925978429187572,0.17925978429187575,40.0,204.05894638941834,8162.3578555767335
624,0.17954752070325916,0.17954752070325916,40.0,204.38648883948161,8175.459553579265
625,0.1798352571146426,0.1798352571146426,40.0,204.7140312895449,8188.561251581796
626,0.180122993526026,0.180122993526026,40.0,205.04157373960817,8201.662949584326
627,0.18041072993740942,0.18041072993740945,40.0,205.36911618967142,8214.764647586857
628,0.18069846634879286,0.18069846634879286,40.0,205.6966586397347,8227.866345589387
629,0.1809862027601763,0.1809862027601763,40.0,206.024201089798,8240.96804359192
